merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{geo}პიროვნებას,pʼ i r ɔ v n ɛ b ɑ s,0,პიროვნებას,0
{geo}პიროვნებით,pʼ i r ɔ v n ɛ b i tʰ,0,პიროვნებით,0
{geo}პიროვნების,pʼ i r ɔ v n ɛ b i s,0,პიროვნების,0
{geo}პიროტექნიკა,pʼ i r ɔ tʼ ɛ kʰ n i kʼ ɑ,0,პიროტექნიკა,0
{geo}პირს,pʼ i r s,0,პირს,0
{geo}პირსაბანი,pʼ i r s ɑ b ɑ n i,0,პირსაბანი,0
{geo}პირუტყვი,pʼ i r u tʼ qʼ v i,0,პირუტყვი,0
{geo}პირქუშად,pʼ i r kʰ u ʃ ɑ d,0,პირქუშად,0
{geo}პირქუში,pʼ i r kʰ u ʃ i,0,პირქუში,0
{geo}პირშუშხა,pʼ i r ʃ u ʃ x ɑ,0,პირშუშხა,0
{geo}პიტალო,pʼ i tʼ ɑ l ɔ,0,პიტალო,0
{geo}პიტერი,pʼ i tʼ ɛ r i,0,პიტერი,0
{geo}პიტი,pʼ i tʼ i,0,პიტი,0
{geo}პიურე,pʼ i u r ɛ,0,პიურე,0
{geo}პიცა,pʼ i t͡s ɑ,0,პიცა,0
{geo}პიჯაკი,pʼ i d͡ʒ ɑ kʼ i,0,პიჯაკი,0
{geo}პლაზმა,pʼ l ɑ z m ɑ,0,პლაზმა,0
{geo}პლაკატი,pʼ l ɑ kʼ ɑ tʼ i,0,პლაკატი,0
{geo}პლანეტა,pʼ l ɑ n ɛ tʼ ɑ,0,პლანეტა,0
{geo}პლანეტარიუმი,pʼ l ɑ n ɛ tʼ ɑ r i u m i,0,პლანეტარიუმი,0
{geo}პლანტაცია,pʼ l ɑ n tʼ ɑ t͡s i ɑ,0,პლანტაცია,0
{geo}პლანშეტი,pʼ l ɑ n ʃ ɛ tʼ i,0,პლანშეტი,0
{geo}პლასტიკური,pʼ l ɑ s tʼ i kʼ u r i,0,პლასტიკური,0
{geo}პლასტიკურობა,pʼ l ɑ s tʼ i kʼ u r ɔ b ɑ,0,პლასტიკურობა,0
{geo}პლატო,pʼ l ɑ tʼ ɔ,0,პლატო,0
{geo}პლატონური,pʼ l ɑ tʼ ɔ n u r i,0,პლატონური,0
{geo}პლატფორმა,pʼ l ɑ tʼ pʰ ɔ r m ɑ,0,პლატფორმა,0
{geo}პლაცდარმი,pʼ l ɑ t͡s d ɑ r m i,0,პლაცდარმი,0
{geo}პლაცენტა,pʼ l ɑ t͡s ɛ n tʼ ɑ,0,პლაცენტა,0
{geo}პლებეური,pʼ l ɛ b ɛ u r i,0,პლებეური,0
{geo}პლებისციტი,pʼ l ɛ b i s t͡s i tʼ i,0,პლებისციტი,0
{geo}პლენარული,pʼ l ɛ n ɑ r u l i,0,პლენარული,0
{geo}პლურალიზმი,pʼ l u r ɑ l i z m i,0,პლურალიზმი,0
{geo}პლუტონი,pʼ l u tʼ ɔ n i,0,პლუტონი,0
{geo}პნევმატურად,pʼ n ɛ v m ɑ tʼ u r ɑ d,0,პნევმატურად,0
{geo}პნევმატური,pʼ n ɛ v m ɑ tʼ u r i,0,პნევმატური,0
{geo}პნევმონია,pʼ n ɛ v m ɔ n i ɑ,0,პნევმონია,0
{geo}პოდიუმი,pʼ ɔ d i u m i,0,პოდიუმი,0
{geo}პოეზია,pʼ ɔ ɛ z i ɑ,0,პოეზია,0
{geo}პოეტი,pʼ ɔ ɛ tʼ i,0,პოეტი,0
{geo}პოეტურად,pʼ ɔ ɛ tʼ u r ɑ d,0,პოეტურად,0
{geo}პოეტური,pʼ ɔ ɛ tʼ u r i,0,პოეტური,0
{geo}პოვნა,pʼ ɔ v n ɑ,0,პოვნა,0
{geo}პოზა,pʼ ɔ z ɑ,0,პოზა,0
{geo}პოზიტივი,pʼ ɔ z i tʼ i v i,0,პოზიტივი,0
{geo}პოზიტიური,pʼ ɔ z i tʼ i u r i,0,პოზიტიური,0
{geo}პოზიცია,pʼ ɔ z i t͡s i ɑ,0,პოზიცია,0
{geo}პოკერი,pʼ ɔ kʼ ɛ r i,0,პოკერი,0
{geo}პოლარული,pʼ ɔ l ɑ r u l i,0,პოლარული,0
{geo}პოლემიკა,pʼ ɔ l ɛ m i kʼ ɑ,0,პოლემიკა,0
{geo}პოლემისტი,pʼ ɔ l ɛ m i s tʼ i,0,პოლემისტი,0
{geo}პოლიგამია,pʼ ɔ l i ɡ ɑ m i ɑ,0,პოლიგამია,0
{geo}პოლიგლოტი,pʼ ɔ l i ɡ l ɔ tʼ i,0,პოლიგლოტი,0
{geo}პოლიგონი,pʼ ɔ l i ɡ ɔ n i,0,პოლიგონი,0
{geo}პოლიპი,pʼ ɔ l i pʼ i,0,პოლიპი,0
{geo}პოლიტიკოსი,pʼ ɔ l i tʼ i kʼ ɔ s i,0,პოლიტიკოსი,0
{geo}პოლიტიკურად,pʼ ɔ l i tʼ i kʼ u r ɑ d,0,პოლიტიკურად,0
{geo}პოლიტიკური,pʼ ɔ l i tʼ i kʼ u r i,0,პოლიტიკური,0
{geo}პოლიტკორექტულობა,pʼ ɔ l i tʼ kʼ ɔ r ɛ kʰ tʼ u l ɔ b ɑ,0,პოლიტკორექტულობა,0
{geo}პოლიფონია,pʼ ɔ l i pʰ ɔ n i ɑ,0,პოლიფონია,0
{geo}პოლიფონიური,pʼ ɔ l i pʰ ɔ n i u r i,0,პოლიფონიური,0
{geo}პოლიციელი,pʼ ɔ l i t͡s i ɛ l i,0,პოლიციელი,0
{geo}პოლკოვნიკი,pʼ ɔ l kʼ ɔ v n i kʼ i,0,პოლკოვნიკი,0
{geo}პოლო,pʼ ɔ l ɔ,0,პოლო,0
{geo}პოლონეთი,pʼ ɔ l ɔ n ɛ tʰ i,0,პოლონეთი,0
{geo}პოლონეთმა,pʼ ɔ l ɔ n ɛ tʰ m ɑ,0,პოლონეთმა,0
{geo}პოლონიუმი,pʼ ɔ l ɔ n i u m i,0,პოლონიუმი,0
{geo}პოლონური,pʼ ɔ l ɔ n u r i,0,პოლონური,0
{geo}პოლუსი,pʼ ɔ l u s i,0,პოლუსი,0
{geo}პომიდორი,pʼ ɔ m i d ɔ r i,0,პომიდორი,0
{geo}პომპეზურად,pʼ ɔ m pʼ ɛ z u r ɑ d,0,პომპეზურად,0
{geo}პომპეზური,pʼ ɔ m pʼ ɛ z u r i,0,პომპეზური,0
{geo}პონი,pʼ ɔ n i,0,პონი,0
{geo}პონტი,pʼ ɔ n tʼ i,0,პონტი,0
{geo}პოპულარობა,pʼ ɔ pʼ u l ɑ r ɔ b ɑ,0,პოპულარობა,0
{geo}პოპულარული,pʼ ɔ pʼ u l ɑ r u l i,0,პოპულარული,0
{geo}პოპულისტი,pʼ ɔ pʼ u l i s tʼ i,0,პოპულისტი,0
{geo}პოპური,pʼ ɔ pʼ u r i,0,პოპური,0
{geo}პორნოგრაფია,pʼ ɔ r n ɔ ɡ r ɑ pʰ i ɑ,0,პორნოგრაფია,0
{geo}პორტალი,pʼ ɔ r tʼ ɑ l i,0,პორტალი,0
{geo}პორტატული,pʼ ɔ r tʼ ɑ tʼ u l i,0,პორტატული,0
{geo}პორტი,pʼ ɔ r tʼ i,0,პორტი,0
{geo}პორტუგალია,pʼ ɔ r tʼ u ɡ ɑ l i ɑ,0,პორტუგალია,0
{geo}პორტუგალიამ,pʼ ɔ r tʼ u ɡ ɑ l i ɑ m,0,პორტუგალიამ,0
{geo}პორტუგალიას,pʼ ɔ r tʼ u ɡ ɑ l i ɑ s,0,პორტუგალიას,0
{geo}პორტუგალიის,pʼ ɔ r tʼ u ɡ ɑ l i i s,0,პორტუგალიის,0
{geo}პორტფელი,pʼ ɔ r tʼ pʰ ɛ l i,0,პორტფელი,0
{geo}პოსტი,pʼ ɔ s tʼ i,0,პოსტი,0
{geo}პოტენცია,pʼ ɔ tʼ ɛ n t͡s i ɑ,0,პოტენცია,0
{geo}პოტენციურად,pʼ ɔ tʼ ɛ n t͡s i u r ɑ d,0,პოტენციურად,0
{geo}პოტენციური,pʼ ɔ tʼ ɛ n t͡s i u r i,0,პოტენციური,0
{geo}პრაგმატიზმი,pʼ r ɑ ɡ m ɑ tʼ i z m i,0,პრაგმატიზმი,0
{geo}პრაგმატულად,pʼ r ɑ ɡ m ɑ tʼ u l ɑ d,0,პრაგმატულად,0
{geo}პრასი,pʼ r ɑ s i,0,პრასი,0
{geo}პრაქტიკა,pʼ r ɑ kʰ tʼ i kʼ ɑ,0,პრაქტიკა,0
{geo}პრაქტიკოსი,pʼ r ɑ kʰ tʼ i kʼ ɔ s i,0,პრაქტიკოსი,0
{geo}პრაქტიკულად,pʼ r ɑ kʰ tʼ i kʼ u l ɑ d,0,პრაქტიკულად,0
{geo}პრაქტიკული,pʼ r ɑ kʰ tʼ i kʼ u l i,0,პრაქტიკული,0
{geo}პრაღა,pʼ r ɑ ɣ ɑ,0,პრაღა,0
{geo}პრეზიდენტი,pʼ r ɛ z i d ɛ n tʼ i,0,პრეზიდენტი,0
{geo}პრეზიდიუმი,pʼ r ɛ z i d i u m i,0,პრეზიდიუმი,0
{geo}პრელატი,pʼ r ɛ l ɑ tʼ i,0,პრელატი,0
{geo}პრელუდია,pʼ r ɛ l u d i ɑ,0,პრელუდია,0
{geo}პრემიერა,pʼ r ɛ m i ɛ r ɑ,0,პრემიერა,0
{geo}პრეროგატივა,pʼ r ɛ r ɔ ɡ ɑ tʼ i v ɑ,0,პრეროგატივა,0
{geo}პრესტიჟი,pʼ r ɛ s tʼ i ʒ i,0,პრესტიჟი,0
{geo}პრესტიჟული,pʼ r ɛ s tʼ i ʒ u l i,0,პრესტიჟული,0
{geo}პრეტენდენტი,pʼ r ɛ tʼ ɛ n d ɛ n tʼ i,0,პრეტენდენტი,0
{geo}პრეტენზია,pʼ r ɛ tʼ ɛ n z i ɑ,0,პრეტენზია,0
{geo}პრეფექტი,pʼ r ɛ pʰ ɛ kʰ tʼ i,0,პრეფექტი,0
{geo}პრეფექტურა,pʼ r ɛ pʰ ɛ kʰ tʼ u r ɑ,0,პრეფექტურა,0
{geo}პრიალა,pʼ r i ɑ l ɑ,0,პრიალა,0
{geo}პრივილეგია,pʼ r i v i l ɛ ɡ i ɑ,0,პრივილეგია,0
{geo}პრიზი,pʼ r i z i,0,პრიზი,0
{geo}პრიმიტიული,pʼ r i m i tʼ i u l i,0,პრიმიტიული,0
{geo}პრიმუსი,pʼ r i m u s i,0,პრიმუსი,0
{geo}პრინცესა,pʼ r i n t͡s ɛ s ɑ,0,პრინცესა,0
{geo}პრინციპული,pʼ r i n t͡s i pʼ u l i,0,პრინციპული,0
{geo}პრიორიტეტი,pʼ r i ɔ r i tʼ ɛ tʼ i,0,პრიორიტეტი,0
{geo}პრობლემა,pʼ r ɔ b l ɛ m ɑ,0,პრობლემა,0
{geo}პრობლემამ,pʼ r ɔ b l ɛ m ɑ m,0,პრობლემამ,0
{geo}პრობლემას,pʼ r ɔ b l ɛ m ɑ s,0,პრობლემას,0
{geo}პრობლემატური,pʼ r ɔ b l ɛ m ɑ tʼ u r i,0,პრობლემატური,0
{geo}პროგნოზი,pʼ r ɔ ɡ n ɔ z i,0,პროგნოზი,0
{geo}პროგრამა,pʼ r ɔ ɡ r ɑ m ɑ,0,პროგრამა,0
{geo}პროგრესი,pʼ r ɔ ɡ r ɛ s i,0,პროგრესი,0
{geo}პროგრესულად,pʼ r ɔ ɡ r ɛ s u l ɑ d,0,პროგრესულად,0
{geo}პროგრესული,pʼ r ɔ ɡ r ɛ s u l i,0,პროგრესული,0
{geo}პროდუქტიულად,pʼ r ɔ d u kʰ tʼ i u l ɑ d,0,პროდუქტიულად,0
{geo}პროდუქტიული,pʼ r ɔ d u kʰ tʼ i u l i,0,პროდუქტიული,0
{geo}პროდუქცია,pʼ r ɔ d u kʰ t͡s i ɑ,0,პროდუქცია,0
{geo}პროექტი,pʼ r ɔ ɛ kʰ tʼ i,0,პროექტი,0
{geo}პროვინცი,pʼ r ɔ v i n t͡s i,0,პროვინცი,0
{geo}პროვინციალი,pʼ r ɔ v i n t͡s i ɑ l i,0,პროვინციალი,0
{geo}პროვინციული,pʼ r ɔ v i n t͡s i u l i,0,პროვინციული,0
{geo}პროვოკაცია,pʼ r ɔ v ɔ kʼ ɑ t͡s i ɑ,0,პროვოკაცია,0
{geo}პროზა,pʼ r ɔ z ɑ,0,პროზა,0
{geo}პროზაიკულად,pʼ r ɔ z ɑ i kʼ u l ɑ d,0,პროზაიკულად,0
{geo}პროზაული,pʼ r ɔ z ɑ u l i,0,პროზაული,0
{geo}პროკურორი,pʼ r ɔ kʼ u r ɔ r i,0,პროკურორი,0
{geo}პროლეტარული,pʼ r ɔ l ɛ tʼ ɑ r u l i,0,პროლეტარული,0
{geo}პროპაგანდა,pʼ r ɔ pʼ ɑ ɡ ɑ n d ɑ,0,პროპაგანდა,0
{geo}პროპორცია,pʼ r ɔ pʼ ɔ r t͡s i ɑ,0,პროპორცია,0
{geo}პროსპექტი,pʼ r ɔ s pʼ ɛ kʰ tʼ i,0,პროსპექტი,0
{geo}პროსტიტუცია,pʼ r ɔ s tʼ i tʼ u t͡s i ɑ,0,პროსტიტუცია,0
{geo}პროტეინი,pʼ r ɔ tʼ ɛ i n i,0,პროტეინი,0
{geo}პროტეჟე,pʼ r ɔ tʼ ɛ ʒ ɛ,0,პროტეჟე,0
{geo}პროტოკოლი,pʼ r ɔ tʼ ɔ kʼ ɔ l i,0,პროტოკოლი,0
{geo}პროტოტიპი,pʼ r ɔ tʼ ɔ tʼ i pʼ i,0,პროტოტიპი,0
{geo}პროფანი,pʼ r ɔ pʰ ɑ n i,0,პროფანი,0
{geo}პროფესია,pʼ r ɔ pʰ ɛ s i ɑ,0,პროფესია,0
{geo}პროფესიონალი,pʼ r ɔ pʰ ɛ s i ɔ n ɑ l i,0,პროფესიონალი,0
{geo}პროფესიულად,pʼ r ɔ pʰ ɛ s i u l ɑ d,0,პროფესიულად,0
{geo}პროფესიული,pʼ r ɔ pʰ ɛ s i u l i,0,პროფესიული,0
{geo}პროფესორი,pʼ r ɔ pʰ ɛ s ɔ r i,0,პროფესორი,0
{geo}პროფესურა,pʼ r ɔ pʰ ɛ s u r ɑ,0,პროფესურა,0
{geo}პროფილაქტიკა,pʼ r ɔ pʰ i l ɑ kʰ tʼ i kʼ ɑ,0,პროფილაქტიკა,0
{geo}პროფილი,pʼ r ɔ pʰ i l i,0,პროფილი,0
{geo}პროცედურული,pʼ r ɔ t͡s ɛ d u r u l i,0,პროცედურული,0
{geo}პროცენტი,pʼ r ɔ t͡s ɛ n tʼ i,0,პროცენტი,0
{geo}პროცესი,pʼ r ɔ t͡s ɛ s i,0,პროცესი,0
{geo}პროცესია,pʼ r ɔ t͡s ɛ s i ɑ,0,პროცესია,0
{geo}პროცესორი,pʼ r ɔ t͡s ɛ s ɔ r i,0,პროცესორი,0
{geo}პუბლიკაცია,pʼ u b l i kʼ ɑ t͡s i ɑ,0,პუბლიკაცია,0
{geo}პუბლიცისტი,pʼ u b l i t͡s i s tʼ i,0,პუბლიცისტი,0
{geo}პუნქტი,pʼ u n kʰ tʼ i,0,პუნქტი,0
{geo}პუნქტობრივად,pʼ u n kʰ tʼ ɔ b r i v ɑ d,0,პუნქტობრივად,0
{geo}პუნქტუალობა,pʼ u n kʰ tʼ u ɑ l ɔ b ɑ,0,პუნქტუალობა,0
{geo}პუნში,pʼ u n ʃ i,0,პუნში,0
{geo}ჟაბო,ʒ ɑ b ɔ,0,ჟაბო,0
{geo}ჟამი,ʒ ɑ m i,0,ჟამი,0
{geo}ჟანგბადი,ʒ ɑ n ɡ b ɑ d i,0,ჟანგბადი,0
{geo}ჟანდარმი,ʒ ɑ n d ɑ r m i,0,ჟანდარმი,0
{geo}ჟანრი,ʒ ɑ n r i,0,ჟანრი,0
{geo}ჟარგონი,ʒ ɑ r ɡ ɔ n i,0,ჟარგონი,0
{geo}ჟასმინი,ʒ ɑ s m i n i,0,ჟასმინი,0
{geo}ჟელე,ʒ ɛ l ɛ,0,ჟელე,0
{geo}ჟენევა,ʒ ɛ n ɛ v ɑ,0,ჟენევა,0
{geo}ჟესტიკულაცია,ʒ ɛ s tʼ i kʼ u l ɑ t͡s i ɑ,0,ჟესტიკულაცია,0
{geo}ჟვანია,ʒ v ɑ n i ɑ,0,ჟვანია,0
{geo}ჟილეტი,ʒ i l ɛ tʼ i,0,ჟილეტი,0
{geo}ჟინი,ʒ i n i,0,ჟინი,0
{geo}ჟირაფი,ʒ i r ɑ pʰ i,0,ჟირაფი,0
{geo}ჟოლო,ʒ ɔ l ɔ,0,ჟოლო,0
{geo}ჟოლოსფერი,ʒ ɔ l ɔ s pʰ ɛ r i,0,ჟოლოსფერი,0
{geo}ჟონგლიორი,ʒ ɔ n ɡ l i ɔ r i,0,ჟონგლიორი,0
{geo}ჟურნალი,ʒ u r n ɑ l i,0,ჟურნალი,0
{geo}ჟურნალისტი,ʒ u r n ɑ l i s tʼ i,0,ჟურნალისტი,0
{geo}ჟურნალისტური,ʒ u r n ɑ l i s tʼ u r i,0,ჟურნალისტური,0
{geo}ჟღალი,ʒ ɣ ɑ l i,0,ჟღალი,0
{geo}ჟღერადობა,ʒ ɣ ɛ r ɑ d ɔ b ɑ,0,ჟღერადობა,0
{geo}რა,r ɑ,0,რა,0
{geo}რაბინი,r ɑ b i n i,0,რაბინი,0
{geo}რაგბი,r ɑ ɡ b i,0,რაგბი,0
{geo}რაგუ,r ɑ ɡ u,0,რაგუ,0
{geo}რადგან,r ɑ d ɡ ɑ n,0,რადგან,0
{geo}რადგანაც,r ɑ d ɡ ɑ n ɑ t͡s,0,რადგანაც,0
{geo}რადიატორი,r ɑ d i ɑ tʼ ɔ r i,0,რადიატორი,0
{geo}რადიკალი,r ɑ d i kʼ ɑ l i,0,რადიკალი,0
{geo}რადიკალურად,r ɑ d i kʼ ɑ l u r ɑ d,0,რადიკალურად,0
{geo}რადიკალური,r ɑ d i kʼ ɑ l u r i,0,რადიკალური,0
{geo}რადიუსი,r ɑ d i u s i,0,რადიუსი,0
{geo}რავიცი,r ɑ v i t͡s i,0,რავიცი,0
{geo}რაზეც,r ɑ z ɛ t͡s,0,რაზეც,0
{geo}რაიმე,r ɑ i m ɛ,0,რაიმე,0
{geo}რაინდი,r ɑ i n d i,0,რაინდი,0
{geo}რაინდობა,r ɑ i n d ɔ b ɑ,0,რაინდობა,0
{geo}რამ,r ɑ m,0,რამ,0
{geo}რამდენადმე,r ɑ m d ɛ n ɑ d m ɛ,0,რამდენადმე,0
{geo}რამდენი,r ɑ m d ɛ n i,0,რამდენი,0
{geo}რამე,r ɑ m ɛ,0,რამე,0
{geo}რამეები,r ɑ m ɛ ɛ b i,0,რამეები,0
{geo}რამიშვილი,r ɑ m i ʃ v i l i,0,რამიშვილი,0
{geo}რამოდენიმე,r ɑ m ɔ d ɛ n i m ɛ,0,რამოდენიმე,0
{geo}რანეტი,r ɑ n ɛ tʼ i,0,რანეტი,0
{geo}რანტი,r ɑ n tʼ i,0,რანტი,0
{geo}რანჩო,r ɑ n t͡ʃ ɔ,0,რანჩო,0
{geo}რაობა,r ɑ ɔ b ɑ,0,რაობა,0
{geo}რაოდენობა,r ɑ ɔ d ɛ n ɔ b ɑ,0,რაოდენობა,0
{geo}რას,r ɑ s,0,რას,0
{geo}რასისტი,r ɑ s i s tʼ i,0,რასისტი,0
{geo}რატი,r ɑ tʼ i,0,რატი,0
{geo}რატო,r ɑ tʼ ɔ,0,რატო,0
{geo}რატომ,r ɑ tʼ ɔ m,0,რატომ,0
{geo}რაუნდი,r ɑ u n d i,0,რაუნდი,0
{geo}რაფა,r ɑ pʰ ɑ,0,რაფა,0
{geo}რაფსოდია,r ɑ pʰ s ɔ d i ɑ,0,რაფსოდია,0
{geo}რაქიტი,r ɑ kʰ i tʼ i,0,რაქიტი,0
{geo}რაღაც,r ɑ ɣ ɑ t͡s,0,რაღაც,0
{geo}რაღაცეები,r ɑ ɣ ɑ t͡s ɛ ɛ b i,0,რაღაცეები,0
{geo}რაციონალურად,r ɑ t͡s i ɔ n ɑ l u r ɑ d,0,რაციონალურად,0
{geo}რაციონალური,r ɑ t͡s i ɔ n ɑ l u r i,0,რაციონალური,0
{geo}რაჭა,r ɑ t͡ʃʼ ɑ,0,რაჭა,0
{geo}რახსი,r ɑ x s i,0,რახსი,0
{geo}რბილად,r b i l ɑ d,0,რბილად,0
{geo}რბილი,r b i l i,0,რბილი,0
{geo}რბოლა,r b ɔ l ɑ,0,რბოლა,0
{geo}რგავს,r ɡ ɑ v s,0,რგავს,0
{geo}რგოლი,r ɡ ɔ l i,0,რგოლი,0
{geo}რეაბილიტაცია,r ɛ ɑ b i l i tʼ ɑ t͡s i ɑ,0,რეაბილიტაცია,0
{geo}რეალიზაცია,r ɛ ɑ l i z ɑ t͡s i ɑ,0,რეალიზაცია,0
{geo}რეალისტი,r ɛ ɑ l i s tʼ i,0,რეალისტი,0
{geo}რეალისტურად,r ɛ ɑ l i s tʼ u r ɑ d,0,რეალისტურად,0
{geo}რეალური,r ɛ ɑ l u r i,0,რეალური,0
{geo}რეალურობა,r ɛ ɑ l u r ɔ b ɑ,0,რეალურობა,0
{geo}რეაქტივი,r ɛ ɑ kʰ tʼ i v i,0,რეაქტივი,0
{geo}რეაქტორი,r ɛ ɑ kʰ tʼ ɔ r i,0,რეაქტორი,0
{geo}რეაქცია,r ɛ ɑ kʰ t͡s i ɑ,0,რეაქცია,0
{geo}რეაქციონერი,r ɛ ɑ kʰ t͡s i ɔ n ɛ r i,0,რეაქციონერი,0
{geo}რებეკა,r ɛ b ɛ kʼ ɑ,0,რებეკა,0
{geo}რეგენტი,r ɛ ɡ ɛ n tʼ i,0,რეგენტი,0
{geo}რეგიონად,r ɛ ɡ i ɔ n ɑ d,0,რეგიონად,0
{geo}რეგიონალური,r ɛ ɡ i ɔ n ɑ l u r i,0,რეგიონალური,0
{geo}რეგიონი,r ɛ ɡ i ɔ n i,0,რეგიონი,0
{geo}რეგიონით,r ɛ ɡ i ɔ n i tʰ,0,რეგიონით,0
{geo}რეგიონის,r ɛ ɡ i ɔ n i s,0,რეგიონის,0
{geo}რეგიონმა,r ɛ ɡ i ɔ n m ɑ,0,რეგიონმა,0
{geo}რეგიონს,r ɛ ɡ i ɔ n s,0,რეგიონს,0
{geo}რეგისტრატურა,r ɛ ɡ i s tʼ r ɑ tʼ u r ɑ,0,რეგისტრატურა,0
{geo}რეგისტრაცია,r ɛ ɡ i s tʼ r ɑ t͡s i ɑ,0,რეგისტრაცია,0
{geo}რეგულარულად,r ɛ ɡ u l ɑ r u l ɑ d,0,რეგულარულად,0
{geo}რეგულარული,r ɛ ɡ u l ɑ r u l i,0,რეგულარული,0
{geo}რეესტრი,r ɛ ɛ s tʼ r i,0,რეესტრი,0
{geo}რევაზი,r ɛ v ɑ z i,0,რევაზი,0
{geo}რევაზიშვილი,r ɛ v ɑ z i ʃ v i l i,0,რევაზიშვილი,0
{geo}რევერანსი,r ɛ v ɛ r ɑ n s i,0,რევერანსი,0
{geo}რევიზია,r ɛ v i z i ɑ,0,რევიზია,0
{geo}რევიზიონიზმი,r ɛ v i z i ɔ n i z m i,0,რევიზიონიზმი,0
{geo}რევმატიზმი,r ɛ v m ɑ tʼ i z m i,0,რევმატიზმი,0
{geo}რევოლვერი,r ɛ v ɔ l v ɛ r i,0,რევოლვერი,0
{geo}რევოლუცია,r ɛ v ɔ l u t͡s i ɑ,0,რევოლუცია,0
{geo}რევოლუციური,r ɛ v ɔ l u t͡s i u r i,0,რევოლუციური,0
{geo}რეზერვი,r ɛ z ɛ r v i,0,რეზერვი,0
{geo}რეზერვისტი,r ɛ z ɛ r v i s tʼ i,0,რეზერვისტი,0
{geo}რეზერვუარი,r ɛ z ɛ r v u ɑ r i,0,რეზერვუარი,0
{geo}რეზიუმე,r ɛ z i u m ɛ,0,რეზიუმე,0
{geo}რეზო,r ɛ z ɔ,0,რეზო,0
{geo}რეზონანსი,r ɛ z ɔ n ɑ n s i,0,რეზონანსი,0
{geo}რეზულტატი,r ɛ z u l tʼ ɑ tʼ i,0,რეზულტატი,0
{geo}რეიდი,r ɛ i d i,0,რეიდი,0
{geo}რეინკარნაცია,r ɛ i n kʼ ɑ r n ɑ t͡s i ɑ,0,რეინკარნაცია,0
{geo}რეიტინგი,r ɛ i tʼ i n ɡ i,0,რეიტინგი,0
{geo}რეკავს,r ɛ kʼ ɑ v s,0,რეკავს,0
{geo}რეკლამა,r ɛ kʼ l ɑ m ɑ,0,რეკლამა,0
{geo}რეკომენდაცია,r ɛ kʼ ɔ m ɛ n d ɑ t͡s i ɑ,0,რეკომენდაცია,0
{geo}რეკორდული,r ɛ kʼ ɔ r d u l i,0,რეკორდული,0
{geo}რელიგია,r ɛ l i ɡ i ɑ,0,რელიგია,0
{geo}რელიგიურად,r ɛ l i ɡ i u r ɑ d,0,რელიგიურად,0
{geo}რელიგიური,r ɛ l i ɡ i u r i,0,რელიგიური,0
{geo}რემონტი,r ɛ m ɔ n tʼ i,0,რემონტი,0
{geo}რენესანსი,r ɛ n ɛ s ɑ n s i,0,რენესანსი,0
{geo}რენტაბელური,r ɛ n tʼ ɑ b ɛ l u r i,0,რენტაბელური,0
{geo}რენტგენი,r ɛ n tʼ ɡ ɛ n i,0,რენტგენი,0
{geo}რეპატრიანტი,r ɛ pʼ ɑ tʼ r i ɑ n tʼ i,0,რეპატრიანტი,0
{geo}რეპერტუარი,r ɛ pʼ ɛ r tʼ u ɑ r i,0,რეპერტუარი,0
{geo}რეპეტიცია,r ɛ pʼ ɛ tʼ i t͡s i ɑ,0,რეპეტიცია,0
{geo}რეპი,r ɛ pʼ i,0,რეპი,0
{geo}რეპლიკა,r ɛ pʼ l i kʼ ɑ,0,რეპლიკა,0
{geo}რეპორტიორი,r ɛ pʼ ɔ r tʼ i ɔ r i,0,რეპორტიორი,0
{geo}რეპრესია,r ɛ pʼ r ɛ s i ɑ,0,რეპრესია,0
{geo}რეპრესიული,r ɛ pʼ r ɛ s i u l i,0,რეპრესიული,0
{geo}რეპროდუქტორი,r ɛ pʼ r ɔ d u kʰ tʼ ɔ r i,0,რეპროდუქტორი,0
{geo}რეპუტაცია,r ɛ pʼ u tʼ ɑ t͡s i ɑ,0,რეპუტაცია,0
{geo}რეჟიმი,r ɛ ʒ i m i,0,რეჟიმი,0
{geo}რეჟისორი,r ɛ ʒ i s ɔ r i,0,რეჟისორი,0
{geo}რესპონდენტი,r ɛ s pʼ ɔ n d ɛ n tʼ i,0,რესპონდენტი,0
{geo}რესპუბლიკა,r ɛ s pʼ u b l i kʼ ɑ,0,რესპუბლიკა,0
{geo}რესპუბლიკური,r ɛ s pʼ u b l i kʼ u r i,0,რესპუბლიკური,0
{geo}რესტავრაცია,r ɛ s tʼ ɑ v r ɑ t͡s i ɑ,0,რესტავრაცია,0
{geo}რესურსი,r ɛ s u r s i,0,რესურსი,0
{geo}რექტორი,r ɛ kʰ tʼ ɔ r i,0,რექტორი,0
{geo}რეცეპტი,r ɛ t͡s ɛ pʼ tʼ i,0,რეცეპტი,0
{geo}რეცხვა,r ɛ t͡s x v ɑ,0,რეცხვა,0
{geo}რეჰანი,r ɛ h ɑ n i,0,რეჰანი,0
{geo}რვაფეხა,r v ɑ pʰ ɛ x ɑ,0,რვაფეხა,0
{geo}რთავს,r tʰ ɑ v s,0,რთავს,0
{geo}რთველი,r tʰ v ɛ l i,0,რთველი,0
{geo}რთული,r tʰ u l i,0,რთული,0
{geo}რიგა,r i ɡ ɑ,0,რიგა,0
{geo}რიგიანად,r i ɡ i ɑ n ɑ d,0,რიგიანად,0
{geo}რით,r i tʰ,0,რით,0
