merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{bul}одобряването,o̝ d̪ o b rʲ a v ə n ɛ t̪ o̝,0,одобряването,0
{bul}одобрявани,o̝ d̪ o b rʲ a v ə n i,0,одобрявани,0
{bul}одобряваните,o̝ d̪ o b rʲ a v ə n i t̪ ɛ,0,одобряваните,0
{bul}одобрявано,o̝ d̪ o b rʲ a v ə n o̝,0,одобрявано,0
{bul}одобряват,o̝ d̪ o b rʲ a v ə t̪,0,одобряват,0
{bul}одобрявате,o̝ d̪ o b rʲ a v ə t̪ ɛ,0,одобрявате,0
{bul}одобряваха,o̝ d̪ o b rʲ a v ə x ə,0,одобряваха,0
{bul}одобрявахте,o̝ d̪ o b rʲ a v ə x t̪ ɛ,0,одобрявахте,0
{bul}одобряваш,o̝ d̪ o b rʲ a v ə ʃ,0,одобряваш,0
{bul}одобряваше,o̝ d̪ o b rʲ a v ə ʃ ɛ,0,одобряваше,0
{bul}одобряващите,o̝ d̪ o b rʲ a v ə ʃ t̪ i t̪ ɛ,0,одобряващите,0
{bul}одобряващо,o̝ d̪ o b rʲ a v ə ʃ t̪ o̝,0,одобряващо,0
{bul}одобрят,o̝ d̪ o b rʲ ɤ t̪,0,одобрят,0
{bul}одобрях,o̝ d̪ o b rʲ a x,0,одобрях,0
{bul}одобряхте,o̝ d̪ o b rʲ a x t̪ ɛ,0,одобряхте,0
{bul}озаглавявайки,o̝ z ə ɡ ɫ ɐ vʲ a v ə j kʲ i,0,озаглавявайки,0
{bul}озаглавявайте,o̝ z ə ɡ ɫ ɐ vʲ a v ə j t̪ ɛ,0,озаглавявайте,0
{bul}озаглавявалата,o̝ z ə ɡ ɫ ɐ vʲ a v ə ɫ ə t̪ ə,0,озаглавявалата,0
{bul}озаглавяваме,o̝ z ə ɡ ɫ ɐ vʲ a v ə m ɛ,0,озаглавяваме,0
{bul}озаглавяване,o̝ z ə ɡ ɫ ɐ vʲ a v ə n ɛ,0,озаглавяване,0
{bul}озаглавявания,o̝ z ə ɡ ɫ ɐ vʲ a v ə n i j ə,0,озаглавявания,0
{bul}озаглавяват,o̝ z ə ɡ ɫ ɐ vʲ a v ə t̪,0,озаглавяват,0
{bul}озаглавяващия,o̝ z ə ɡ ɫ ɐ vʲ a v ə ʃ t̪ i j ə,0,озаглавяващия,0
{bul}озадачава,o̝ z ə t͡ʃ t̪ ʃ a v ə,0,озадачава,0
{bul}озадачавалия,o̝ z ə t͡ʃ t̪ ʃ a v ə ɫ i j ə,0,озадачавалия,0
{bul}озадачаванетата,o̝ z ə t͡ʃ t̪ ʃ a v ə n ɛ t̪ ə t̪ ə,0,озадачаванетата,0
{bul}озадачават,o̝ z ə t͡ʃ t̪ ʃ a v ə t̪,0,озадачават,0
{bul}озадачаваха,o̝ z ə t͡ʃ t̪ ʃ a v ə x ə,0,озадачаваха,0
{bul}озадачаващ,o̝ z ə t͡ʃ t̪ ʃ a v ə ʃ t̪,0,озадачаващ,0
{bul}озадачаващи,o̝ z ə t͡ʃ t̪ ʃ a v ə ʃ t̪ i,0,озадачаващи,0
{bul}озадачала,o̝ z ə t͡ʃ t̪ ʃ a ɫ ə,0,озадачала,0
{bul}озадачел,o̝ z ə t͡ʃ t̪ ʃ ɛ ɫ,0,озадачел,0
{bul}озадачело,o̝ z ə t͡ʃ t̪ ʃ ɛ ɫ o̝,0,озадачело,0
{bul}озадачен,o̝ z ə t͡ʃ t̪ ʃ ɛ n,0,озадачен,0
{bul}озадачена,o̝ z ə t͡ʃ t̪ ʃ ɛ n ə,0,озадачена,0
{bul}озадачени,o̝ z ə t͡ʃ t̪ ʃ ɛ n i,0,озадачени,0
{bul}озадаченият,o̝ z ə t͡ʃ t̪ ʃ ɛ n i j ə t̪,0,озадаченият,0
{bul}озадачено,o̝ z ə t͡ʃ t̪ ʃ ɛ n o̝,0,озадачено,0
{bul}озадачехме,o̝ z ə t͡ʃ t̪ ʃ ɛ x m ɛ,0,озадачехме,0
{bul}озадачи,o̝ z ə t͡ʃ t̪ ʃ i,0,озадачи,0
{bul}озадачиш,o̝ z ə t͡ʃ t̪ ʃ i ʃ,0,озадачиш,0
{bul}окрадвай,o k r a d̪ v ə j,0,окрадвай,0
{bul}окрадвала,o k r a d̪ v ə ɫ ə,0,окрадвала,0
{bul}окрадвалият,o k r a d̪ v ə ɫ i j ə t̪,0,окрадвалият,0
{bul}окрадвалото,o k r a d̪ v ə ɫ o̝ t̪ o̝,0,окрадвалото,0
{bul}окрадване,o k r a d̪ v ə n ɛ,0,окрадване,0
{bul}окрадвахме,o k r a d̪ v ə x m ɛ,0,окрадвахме,0
{bul}окрадващите,o k r a d̪ v ə ʃ t̪ i t̪ ɛ,0,окрадващите,0
{bul}окрадващия,o k r a d̪ v ə ʃ t̪ i j ə,0,окрадващия,0
{bul}октопод,o k t̪ o p ɔ t̪,0,октопод,0
{bul}олигарх,ɔ ɫ i ɡ a r x,0,олигарх,0
{bul}ометат,o̝ m ɛ t̪ ɤ t̪,0,ометат,0
{bul}ометени,o m ɛ t̪ ɛ n i,0,ометени,0
{bul}ометяла,o̝ m ɛ tʲ a ɫ ə,0,ометяла,0
{bul}ометяхте,o̝ m ɛ tʲ a x t̪ ɛ,0,ометяхте,0
{bul}омитал,o m i t̪ ə ɫ,0,омитал,0
{bul}омитало,o m i t̪ ə ɫ o̝,0,омитало,0
{bul}омитаме,o m i t̪ ə m ɛ,0,омитаме,0
{bul}омитащата,o m i t̪ ə ʃ t̪ ə t̪ ə,0,омитащата,0
{bul}опасва,o p a s v ə,0,опасва,0
{bul}опасвай,o p a s v ə j,0,опасвай,0
{bul}опасвали,o p a s v ə ɫ i,0,опасвали,0
{bul}опасваните,o p a s v ə n i t̪ ɛ,0,опасваните,0
{bul}опасваха,o p a s v ə x ə,0,опасваха,0
{bul}опасващ,o p a s v ə ʃ t̪,0,опасващ,0
{bul}опасващата,o p a s v ə ʃ t̪ ə t̪ ə,0,опасващата,0
{bul}опасена,o p a s ɛ n ə,0,опасена,0
{bul}опасения,o p a s ɛ n i j ə,0,опасения,0
{bul}опаслата,o p a s ɫ ə t̪ ə,0,опаслата,0
{bul}опасли,o p a s ɫ i,0,опасли,0
{bul}опасяло,o̝ p ɐ sʲ a ɫ o̝,0,опасяло,0
{bul}опасяха,o̝ p ɐ sʲ a x ə,0,опасяха,0
{bul}опасяхме,o̝ p ɐ sʲ a x m ɛ,0,опасяхме,0
{bul}опира,o p i ɾ ə,0,опира,0
{bul}опирайки,o p i ɾ ə j kʲ i,0,опирайки,0
{bul}опирал,o p i ɾ ə ɫ,0,опирал,0
{bul}опиралият,o p i ɾ ə ɫ i j ə t̪,0,опиралият,0
{bul}опирало,o p i ɾ ə ɫ o̝,0,опирало,0
{bul}опиралото,o p i ɾ ə ɫ o̝ t̪ o̝,0,опиралото,0
{bul}опираме,o p i ɾ ə m ɛ,0,опираме,0
{bul}опирането,o p i ɾ ə n ɛ t̪ o̝,0,опирането,0
{bul}опирано,o p i ɾ ə n o̝,0,опирано,0
{bul}опират,o p i ɾ ə t̪,0,опират,0
{bul}опирате,o p i ɾ ə t̪ ɛ,0,опирате,0
{bul}опирахте,o p i ɾ ə x t̪ ɛ,0,опирахте,0
{bul}опираше,o p i ɾ ə ʃ ɛ,0,опираше,0
{bul}опиращата,o p i ɾ ə ʃ t̪ ə t̪ ə,0,опиращата,0
{bul}опиращи,o p i ɾ ə ʃ t̪ i,0,опиращи,0
{bul}опиращият,o p i ɾ ə ʃ t̪ i j ə t̪,0,опиращият,0
{bul}опит,ɔ p i t̪,0,опит,0
{bul}опитен,ɔ p i t̪ ɛ n,0,опитен,0
{bul}опичанета,o p i t͡ʃ ə n ɛ t̪ ə,0,опичанета,0
{bul}опрат,o p r ɤ t̪,0,опрат,0
{bul}опре,o p r ɛ,0,опре,0
{bul}определи,o̝ p r ɛ d̪ ɛ ɫ i,0,определи,0
{bul}опредения,o p r ɛ d̪ ɛ n i j ə,0,опредения,0
{bul}опредено,o p r ɛ d̪ ɛ n o̝,0,опредено,0
{bul}опредял,o̝ p r ɛ dʲ a ɫ,0,опредял,0
{bul}опредях,o̝ p r ɛ dʲ a x,0,опредях,0
{bul}опрелата,o p r ɛ ɫ ə t̪ ə,0,опрелата,0
{bul}опрели,o p r ɛ ɫ i,0,опрели,0
{bul}опрем,o p r ɛ m,0,опрем,0
{bul}опрени,o p r ɛ n i,0,опрени,0
{bul}опреш,o p r ɛ ʃ,0,опреш,0
{bul}опридала,o p r i d̪ ə ɫ ə,0,опридала,0
{bul}оприданията,o p r i d̪ ə n i j ə t̪ ə,0,оприданията,0
{bul}оприданото,o p r i d̪ ə n o̝ t̪ o̝,0,оприданото,0
{bul}опридаш,o p r i d̪ ə ʃ,0,опридаш,0
{bul}опридащата,o p r i d̪ ə ʃ t̪ ə t̪ ə,0,опридащата,0
{bul}опрощение,o p r o ʃ t̪ ɛ n i ɛ,0,опрощение,0
{bul}опря,o p rʲ a,0,опря,0
{bul}опрял,o p rʲ a ɫ,0,опрял,0
{bul}опрялата,o p rʲ a ɫ ə t̪ ə,0,опрялата,0
{bul}опряло,o p rʲ a ɫ o̝,0,опряло,0
{bul}опрян,o p rʲ a n,0,опрян,0
{bul}опрях,o p rʲ a x,0,опрях,0
{bul}опряха,o p rʲ a x ə,0,опряха,0
{bul}опряхме,o p rʲ a x m ɛ,0,опряхме,0
{bul}опряхте,o p rʲ a x t̪ ɛ,0,опряхте,0
{bul}оргазъм,o r ɡ a z ə m,0,оргазъм,0
{bul}осиновели,o̝ s i n o v ɛ ɫ i,0,осиновели,0
{bul}осиновен,o̝ s i n o v ɛ n,0,осиновен,0
{bul}осиновената,o̝ s i n o v ɛ n ə t̪ ə,0,осиновената,0
{bul}осиновени,o̝ s i n o v ɛ n i,0,осиновени,0
{bul}осиновените,o̝ s i n o v ɛ n i t̪ ɛ,0,осиновените,0
{bul}осиновения,o̝ s i n o v ɛ n i j ə,0,осиновения,0
{bul}осиновено,o̝ s i n o v ɛ n o̝,0,осиновено,0
{bul}осинови,o̝ s i n o v i,0,осинови,0
{bul}осиновил,o̝ s i n o v i ɫ,0,осиновил,0
{bul}осиновила,o̝ s i n o v i ɫ ə,0,осиновила,0
{bul}осиновили,o̝ s i n o v i ɫ i,0,осиновили,0
{bul}осиновило,o̝ s i n o v i ɫ o̝,0,осиновило,0
{bul}осиновилото,o̝ s i n o v i ɫ o̝ t̪ o̝,0,осиновилото,0
{bul}осиновим,o̝ s i n o v i m,0,осиновим,0
{bul}осиновиха,o̝ s i n o v i x ə,0,осиновиха,0
{bul}осиновиш,o̝ s i n o v i ʃ,0,осиновиш,0
{bul}осиновява,o̝ s i n o vʲ a v ə,0,осиновява,0
{bul}осиновявалата,o̝ s i n o vʲ a v ə ɫ ə t̪ ə,0,осиновявалата,0
{bul}осиновяван,o̝ s i n o vʲ a v ə n,0,осиновяван,0
{bul}осиновявана,o̝ s i n o vʲ a v ə n ə,0,осиновявана,0
{bul}осиновяване,o̝ s i n o vʲ a v ə n ɛ,0,осиновяване,0
{bul}осиновяването,o̝ s i n o vʲ a v ə n ɛ t̪ o̝,0,осиновяването,0
{bul}осиновявани,o̝ s i n o vʲ a v ə n i,0,осиновявани,0
{bul}осиновяванията,o̝ s i n o vʲ a v ə n i j ə t̪ ə,0,осиновяванията,0
{bul}осиновяват,o̝ s i n o vʲ a v ə t̪,0,осиновяват,0
{bul}осиновявахте,o̝ s i n o vʲ a v ə x t̪ ɛ,0,осиновявахте,0
{bul}осиновяваща,o̝ s i n o vʲ a v ə ʃ t̪ ə,0,осиновяваща,0
{bul}осиновят,o̝ s i n o vʲ ɤ t̪,0,осиновят,0
{bul}осъществим,o s ə ʃ t̪ ɛ s t̪ v i m,0,осъществим,0
{bul}отбодем,o̝ d̪ b o d̪ ɛ m,0,отбодем,0
{bul}отбоди,o̝ d̪ b o d̪ i,0,отбоди,0
{bul}отбодяла,o̝ d̪ b o dʲ a ɫ ə,0,отбодяла,0
{bul}отбождайки,o d̪ b ɔ ʒ d̪ ə j kʲ i,0,отбождайки,0
{bul}отбождал,o d̪ b ɔ ʒ d̪ ə ɫ,0,отбождал,0
{bul}отбождало,o d̪ b ɔ ʒ d̪ ə ɫ o̝,0,отбождало,0
{bul}отбождам,o d̪ b ɔ ʒ d̪ ə m,0,отбождам,0
{bul}отбожданата,o d̪ b ɔ ʒ d̪ ə n ə t̪ ə,0,отбожданата,0
{bul}отбожданетата,o d̪ b ɔ ʒ d̪ ə n ɛ t̪ ə t̪ ə,0,отбожданетата,0
{bul}отваря,o t̪ v a rʲ ə,0,отваря,0
{bul}отваряй,o t̪ v a rʲ ə j,0,отваряй,0
{bul}отваряйки,o t̪ v a rʲ ə j kʲ i,0,отваряйки,0
{bul}отваряйте,o t̪ v a rʲ ə j t̪ ɛ,0,отваряйте,0
{bul}отварял,o t̪ v a rʲ ə ɫ,0,отварял,0
{bul}отваряла,o t̪ v a rʲ ə ɫ ə,0,отваряла,0
{bul}отваряме,o t̪ v a rʲ ə m ɛ,0,отваряме,0
{bul}отварян,o t̪ v a rʲ ə n,0,отварян,0
{bul}отваряне,o t̪ v a rʲ ə n ɛ,0,отваряне,0
{bul}отварянето,o t̪ v a rʲ ə n ɛ t̪ o̝,0,отварянето,0
{bul}отваряно,o t̪ v a rʲ ə n o̝,0,отваряно,0
{bul}отварят,o t̪ v a rʲ ə t̪,0,отварят,0
{bul}отваряте,o t̪ v a rʲ ə t̪ ɛ,0,отваряте,0
{bul}отварях,o t̪ v a rʲ ə x,0,отварях,0
{bul}отваряха,o t̪ v a rʲ ə x ə,0,отваряха,0
{bul}отваряш,o t̪ v a rʲ ə ʃ,0,отваряш,0
{bul}отваряше,o t̪ v a rʲ ə ʃ ɛ,0,отваряше,0
{bul}отваряща,o t̪ v a rʲ ə ʃ t̪ ə,0,отваряща,0
{bul}отварящи,o t̪ v a rʲ ə ʃ t̪ i,0,отварящи,0
{bul}отведат,o̝ t̪ v ɛ d̪ ɤ t̪,0,отведат,0
{bul}отведем,o̝ t̪ v ɛ d̪ ɛ m,0,отведем,0
{bul}отведен,o t̪ v ɛ d̪ ɛ n,0,отведен,0
{bul}отведена,o t̪ v ɛ d̪ ɛ n ə,0,отведена,0
{bul}отведени,o t̪ v ɛ d̪ ɛ n i,0,отведени,0
{bul}отведено,o t̪ v ɛ d̪ ɛ n o̝,0,отведено,0
{bul}отведи,o̝ t̪ v ɛ d̪ i,0,отведи,0
{bul}отведох,o t̪ v ɛ d̪ o̝ x,0,отведох,0
{bul}отведоха,o t̪ v ɛ d̪ o̝ x ə,0,отведоха,0
{bul}отведохме,o t̪ v ɛ d̪ o̝ x m ɛ,0,отведохме,0
{bul}отведяхме,o̝ t̪ v ɛ dʲ a x m ɛ,0,отведяхме,0
{bul}отвежда,o t̪ v ɛ ʒ d̪ ə,0,отвежда,0
{bul}отвеждал,o t̪ v ɛ ʒ d̪ ə ɫ,0,отвеждал,0
{bul}отвеждали,o t̪ v ɛ ʒ d̪ ə ɫ i,0,отвеждали,0
{bul}отвеждалия,o t̪ v ɛ ʒ d̪ ə ɫ i j ə,0,отвеждалия,0
{bul}отвеждане,o t̪ v ɛ ʒ d̪ ə n ɛ,0,отвеждане,0
{bul}отвеждането,o t̪ v ɛ ʒ d̪ ə n ɛ t̪ o̝,0,отвеждането,0
{bul}отвежданията,o t̪ v ɛ ʒ d̪ ə n i j ə t̪ ə,0,отвежданията,0
{bul}отвеждат,o t̪ v ɛ ʒ d̪ ə t̪,0,отвеждат,0
{bul}отвеждаха,o t̪ v ɛ ʒ d̪ ə x ə,0,отвеждаха,0
{bul}отвеждаща,o t̪ v ɛ ʒ d̪ ə ʃ t̪ ə,0,отвеждаща,0
{bul}отвеждащата,o t̪ v ɛ ʒ d̪ ə ʃ t̪ ə t̪ ə,0,отвеждащата,0
{bul}отвел,o t̪ v ɛ ɫ,0,отвел,0
{bul}отвела,o t̪ v ɛ ɫ ə,0,отвела,0
{bul}отвели,o t̪ v ɛ ɫ i,0,отвели,0
{bul}отвелия,o t̪ v ɛ ɫ i j ə,0,отвелия,0
{bul}отвлекат,o̝ t̪ v ɫ ɛ k ɤ t̪,0,отвлекат,0
{bul}отвлекли,o t̪ v ɫ ɛ k ɫ i,0,отвлекли,0
{bul}отвлечах,o̝ t̪ v ɫ ɛ t͡ʃ a x,0,отвлечах,0
{bul}отвлечем,o̝ t̪ v ɫ ɛ t͡ʃ ɛ m,0,отвлечем,0
{bul}отвлечен,o t̪ v ɫ ɛ t͡ʃ ɛ n,0,отвлечен,0
{bul}отвлечена,o t̪ v ɫ ɛ t͡ʃ ɛ n ə,0,отвлечена,0
{bul}отвлечената,o t̪ v ɫ ɛ t͡ʃ ɛ n ə t̪ ə,0,отвлечената,0
{bul}отвлечени,o t̪ v ɫ ɛ t͡ʃ ɛ n i,0,отвлечени,0
{bul}отвлечените,o t̪ v ɫ ɛ t͡ʃ ɛ n i t̪ ɛ,0,отвлечените,0
{bul}отвлечения,o t̪ v ɫ ɛ t͡ʃ ɛ n i j ə,0,отвлечения,0
{bul}отвлеченият,o t̪ v ɫ ɛ t͡ʃ ɛ n i j ə t̪,0,отвлеченият,0
{bul}отвлечено,o t̪ v ɫ ɛ t͡ʃ ɛ n o̝,0,отвлечено,0
{bul}отвлеченото,o t̪ v ɫ ɛ t͡ʃ ɛ n o̝ t̪ o̝,0,отвлеченото,0
{bul}отвлечи,o̝ t̪ v ɫ ɛ t͡ʃ i,0,отвлечи,0
{bul}отвлякоха,o t̪ v lʲ a k o̝ x ə,0,отвлякоха,0
{bul}отвлякъл,o t̪ v lʲ a k ə ɫ,0,отвлякъл,0
{bul}отворело,o t̪ v ɔ ɾ ɛ ɫ o̝,0,отворело,0
{bul}отворена,o t̪ v ɔ ɾ ɛ n ə,0,отворена,0
{bul}отворената,o t̪ v ɔ ɾ ɛ n ə t̪ ə,0,отворената,0
{bul}отворени,o t̪ v ɔ ɾ ɛ n i,0,отворени,0
{bul}отворените,o t̪ v ɔ ɾ ɛ n i t̪ ɛ,0,отворените,0
{bul}отворения,o t̪ v ɔ ɾ ɛ n i j ə,0,отворения,0
{bul}отвореният,o t̪ v ɔ ɾ ɛ n i j ə t̪,0,отвореният,0
{bul}отворено,o t̪ v ɔ ɾ ɛ n o̝,0,отворено,0
{bul}отвореното,o t̪ v ɔ ɾ ɛ n o̝ t̪ o̝,0,отвореното,0
{bul}отворете,o̝ t̪ v o r ɛ t̪ ɛ,0,отворете,0
{bul}отворех,o t̪ v ɔ ɾ ɛ x,0,отворех,0
{bul}отворехте,o t̪ v ɔ ɾ ɛ x t̪ ɛ,0,отворехте,0
{bul}отворил,o t̪ v ɔ ɾ i ɫ,0,отворил,0
{bul}отворила,o t̪ v ɔ ɾ i ɫ ə,0,отворила,0
{bul}отворилата,o t̪ v ɔ ɾ i ɫ ə t̪ ə,0,отворилата,0
{bul}отворили,o t̪ v ɔ ɾ i ɫ i,0,отворили,0
{bul}отворило,o t̪ v ɔ ɾ i ɫ o̝,0,отворило,0
{bul}отворим,o t̪ v ɔ ɾ i m,0,отворим,0
{bul}отворите,o t̪ v ɔ ɾ i t̪ ɛ,0,отворите,0
{bul}отворих,o t̪ v ɔ ɾ i x,0,отворих,0
{bul}отвориха,o t̪ v ɔ ɾ i x ə,0,отвориха,0
{bul}отворихме,o t̪ v ɔ ɾ i x m ɛ,0,отворихме,0
{bul}отворихте,o t̪ v ɔ ɾ i x t̪ ɛ,0,отворихте,0
{bul}отвориш,o t̪ v ɔ ɾ i ʃ,0,отвориш,0
{bul}отворят,o t̪ v ɔ rʲ ə t̪,0,отворят,0
{bul}отекли,o t̪ ɛ k ɫ i,0,отекли,0
{bul}отекло,o t̪ ɛ k ɫ o̝,0,отекло,0
{bul}отекохме,o t̪ ɛ k o̝ x m ɛ,0,отекохме,0
{bul}отечало,o̝ t̪ ɛ t͡ʃ a ɫ o̝,0,отечало,0
{bul}отечели,o̝ t̪ ɛ t͡ʃ ɛ ɫ i,0,отечели,0
{bul}отечем,o̝ t̪ ɛ t͡ʃ ɛ m,0,отечем,0
{bul}отечете,o̝ t̪ ɛ t͡ʃ ɛ t̪ ɛ,0,отечете,0
{bul}отичай,o t̪ i t͡ʃ ə j,0,отичай,0
{bul}отичало,o t̪ i t͡ʃ ə ɫ o̝,0,отичало,0
{bul}отичам,o t̪ i t͡ʃ a m,0,отичам,0
{bul}отичаме,o t̪ i t͡ʃ ə m ɛ,0,отичаме,0
{bul}отичане,o t̪ i t͡ʃ ə n ɛ,0,отичане,0
{bul}отичанета,o t̪ i t͡ʃ ə n ɛ t̪ ə,0,отичанета,0
{bul}отичаш,o t̪ i t͡ʃ ə ʃ,0,отичаш,0
{bul}отключат,o t̪ k lʲ u t͡ʃ ə t̪,0,отключат,0
{bul}отключва,o t̪ k lʲ u t͡ʃ v ə,0,отключва,0
{bul}отключвай,o t̪ k lʲ u t͡ʃ v ə j,0,отключвай,0
{bul}отключвайки,o t̪ k lʲ u t͡ʃ v ə j kʲ i,0,отключвайки,0
{bul}отключвал,o t̪ k lʲ u t͡ʃ v ə ɫ,0,отключвал,0
{bul}отключвалият,o t̪ k lʲ u t͡ʃ v ə ɫ i j ə t̪,0,отключвалият,0
{bul}отключване,o t̪ k lʲ u t͡ʃ v ə n ɛ,0,отключване,0
{bul}отключването,o t̪ k lʲ u t͡ʃ v ə n ɛ t̪ o̝,0,отключването,0
{bul}отключват,o t̪ k lʲ u t͡ʃ v ə t̪,0,отключват,0
{bul}отключваше,o t̪ k lʲ u t͡ʃ v ə ʃ ɛ,0,отключваше,0
{bul}отключващи,o t̪ k lʲ u t͡ʃ v ə ʃ t̪ i,0,отключващи,0
{bul}отключващото,o t̪ k lʲ u t͡ʃ v ə ʃ t̪ o̝ t̪ o̝,0,отключващото,0
{bul}отключело,o t̪ k lʲ u t͡ʃ ɛ ɫ o̝,0,отключело,0
{bul}отключен,o t̪ k lʲ u t͡ʃ ɛ n,0,отключен,0
{bul}отключена,o t̪ k lʲ u t͡ʃ ɛ n ə,0,отключена,0
{bul}отключени,o t̪ k lʲ u t͡ʃ ɛ n i,0,отключени,0
{bul}отключените,o t̪ k lʲ u t͡ʃ ɛ n i t̪ ɛ,0,отключените,0
{bul}отключения,o t̪ k lʲ u t͡ʃ ɛ n i j ə,0,отключения,0
{bul}отключено,o t̪ k lʲ u t͡ʃ ɛ n o̝,0,отключено,0
{bul}отключеше,o t̪ k lʲ u t͡ʃ ɛ ʃ ɛ,0,отключеше,0
{bul}отключил,o t̪ k lʲ u t͡ʃ i ɫ,0,отключил,0
{bul}отключила,o t̪ k lʲ u t͡ʃ i ɫ ə,0,отключила,0
{bul}отключили,o t̪ k lʲ u t͡ʃ i ɫ i,0,отключили,0
{bul}отключило,o t̪ k lʲ u t͡ʃ i ɫ o̝,0,отключило,0
{bul}отмира,o t̪ m i ɾ ə,0,отмира,0
{bul}отмиралият,o t̪ m i ɾ ə ɫ i j ə t̪,0,отмиралият,0
{bul}отмиране,o t̪ m i ɾ ə n ɛ,0,отмиране,0
{bul}отмирането,o t̪ m i ɾ ə n ɛ t̪ o̝,0,отмирането,0
{bul}отмирате,o t̪ m i ɾ ə t̪ ɛ,0,отмирате,0
{bul}отмираха,o t̪ m i ɾ ə x ə,0,отмираха,0
{bul}отмираща,o t̪ m i ɾ ə ʃ t̪ ə,0,отмираща,0
{bul}отмиращи,o t̪ m i ɾ ə ʃ t̪ i,0,отмиращи,0
{bul}отмиращото,o t̪ m i ɾ ə ʃ t̪ o̝ t̪ o̝,0,отмиращото,0
{bul}отмрат,o t̪ m r ɤ t̪,0,отмрат,0
{bul}отмре,o t̪ m r ɛ,0,отмре,0
{bul}отмрете,o t̪ m r ɛ t̪ ɛ,0,отмрете,0
{bul}отмря,o t̪ m rʲ a,0,отмря,0
{bul}отмрялата,o t̪ m rʲ a ɫ ə t̪ ə,0,отмрялата,0
{bul}отмрялото,o t̪ m rʲ a ɫ o̝ t̪ o̝,0,отмрялото,0
{bul}отмряхте,o t̪ m rʲ a x t̪ ɛ,0,отмряхте,0
{bul}отнася,o t̪ n a sʲ ə,0,отнася,0
{bul}отнасяй,o t̪ n a sʲ ə j,0,отнасяй,0
{bul}отнасяйки,o t̪ n a sʲ ə j kʲ i,0,отнасяйки,0
{bul}отнасяйте,o t̪ n a sʲ ə j t̪ ɛ,0,отнасяйте,0
{bul}отнасял,o t̪ n a sʲ ə ɫ,0,отнасял,0
{bul}отнасяла,o t̪ n a sʲ ə ɫ ə,0,отнасяла,0
{bul}отнасяли,o t̪ n a sʲ ə ɫ i,0,отнасяли,0
{bul}отнасяло,o t̪ n a sʲ ə ɫ o̝,0,отнасяло,0
{bul}отнасяме,o t̪ n a sʲ ə m ɛ,0,отнасяме,0
{bul}отнасяне,o t̪ n a sʲ ə n ɛ,0,отнасяне,0
{bul}отнасянето,o t̪ n a sʲ ə n ɛ t̪ o̝,0,отнасянето,0
{bul}отнасянията,o t̪ n a sʲ ə n i j ə t̪ ə,0,отнасянията,0
{bul}отнасят,o t̪ n a sʲ ə t̪,0,отнасят,0
{bul}отнасяте,o t̪ n a sʲ ə t̪ ɛ,0,отнасяте,0
{bul}отнасяха,o t̪ n a sʲ ə x ə,0,отнасяха,0
{bul}отнасяхме,o t̪ n a sʲ ə x m ɛ,0,отнасяхме,0
{bul}отнасяше,o t̪ n a sʲ ə ʃ ɛ,0,отнасяше,0
{bul}отнасящ,o t̪ n a sʲ ə ʃ t̪,0,отнасящ,0
{bul}отнасяща,o t̪ n a sʲ ə ʃ t̪ ə,0,отнасяща,0
{bul}отнасящата,o t̪ n a sʲ ə ʃ t̪ ə t̪ ə,0,отнасящата,0
{bul}отнасящи,o t̪ n a sʲ ə ʃ t̪ i,0,отнасящи,0
{bul}отнасящо,o t̪ n a sʲ ə ʃ t̪ o̝,0,отнасящо,0
{bul}отнесат,o̝ t̪ n ɛ s ɤ t̪,0,отнесат,0
{bul}отнесем,o̝ t̪ n ɛ s ɛ m,0,отнесем,0
{bul}отнесен,o t̪ n ɛ s ɛ n,0,отнесен,0
{bul}отнесена,o t̪ n ɛ s ɛ n ə,0,отнесена,0
{bul}отнесени,o t̪ n ɛ s ɛ n i,0,отнесени,0
{bul}отнесените,o t̪ n ɛ s ɛ n i t̪ ɛ,0,отнесените,0
{bul}отнесено,o t̪ n ɛ s ɛ n o̝,0,отнесено,0
{bul}отнесете,o̝ t̪ n ɛ s ɛ t̪ ɛ,0,отнесете,0
{bul}отнесеше,o̝ t̪ n ɛ s ɛ ʃ ɛ,0,отнесеше,0
{bul}отнеси,o̝ t̪ n ɛ s i,0,отнеси,0
{bul}отнесла,o t̪ n ɛ s ɫ ə,0,отнесла,0
{bul}отнесли,o t̪ n ɛ s ɫ i,0,отнесли,0
{bul}отнеслите,o t̪ n ɛ s ɫ i t̪ ɛ,0,отнеслите,0
{bul}отнеслото,o t̪ n ɛ s ɫ o̝ t̪ o̝,0,отнеслото,0
{bul}отнесоха,o t̪ n ɛ s o̝ x ə,0,отнесоха,0
{bul}отнесохме,o t̪ n ɛ s o̝ x m ɛ,0,отнесохме,0
{bul}отнесохте,o t̪ n ɛ s o̝ x t̪ ɛ,0,отнесохте,0
{bul}отнесъл,o t̪ n ɛ s ə ɫ,0,отнесъл,0
{bul}отнесяла,o̝ t̪ n ɛ sʲ a ɫ ə,0,отнесяла,0
{bul}отнесяло,o̝ t̪ n ɛ sʲ a ɫ o̝,0,отнесяло,0
{bul}отнесяхме,o̝ t̪ n ɛ sʲ a x m ɛ,0,отнесяхме,0
{bul}отравяй,o t̪ r a vʲ ə j,0,отравяй,0
{bul}отравялата,o t̪ r a vʲ ə ɫ ə t̪ ə,0,отравялата,0
