merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{bul}потресеното,p o t̪ r ɛ s ɛ n o̝ t̪ o̝,0,потресеното,0
{bul}потушаване,p o̝ t̪ o ʃ a v ə n ɛ,0,потушаване,0
{bul}потушаващия,p o̝ t̪ o ʃ a v ə ʃ t̪ i j ə,0,потушаващия,0
{bul}потушел,p o̝ t̪ o ʃ ɛ ɫ,0,потушел,0
{bul}потушено,p o̝ t̪ o ʃ ɛ n o̝,0,потушено,0
{bul}потушеше,p o̝ t̪ o ʃ ɛ ʃ ɛ,0,потушеше,0
{bul}потуши,p o̝ t̪ o ʃ i,0,потуши,0
{bul}потушихте,p o̝ t̪ o ʃ i x t̪ ɛ,0,потушихте,0
{bul}почвайте,p ɔ t͡ʃ v ə j t̪ ɛ,0,почвайте,0
{bul}почваме,p ɔ t͡ʃ v ə m ɛ,0,почваме,0
{bul}почетения,p o t͡ʃ ɛ t̪ ɛ n i j ə,0,почетения,0
{bul}почетях,p o̝ t͡ʃ ɛ tʲ a x,0,почетях,0
{bul}почнати,p ɔ t͡ʃ n ə t̪ i,0,почнати,0
{bul}почнем,p ɔ t͡ʃ n ɛ m,0,почнем,0
{bul}пратела,p r a t̪ ɛ ɫ ə,0,пратела,0
{bul}пращане,p r a ʃ t̪ ə n ɛ,0,пращане,0
{bul}превеждане,p r ɛ v ɛ ʒ d̪ ə n ɛ,0,превеждане,0
{bul}превеждането,p r ɛ v ɛ ʒ d̪ ə n ɛ t̪ o̝,0,превеждането,0
{bul}превеждаш,p r ɛ v ɛ ʒ d̪ ə ʃ,0,превеждаш,0
{bul}прегръщате,p r ɛ ɡ r ɤ ʃ t̪ ə t̪ ɛ,0,прегръщате,0
{bul}прегръщащ,p r ɛ ɡ r ɤ ʃ t̪ ə ʃ t̪,0,прегръщащ,0
{bul}преднина,p r ɛ d̪ n i n a,0,преднина,0
{bul}предплащат,p r ɛ t̪ p ɫ a ʃ t̪ ə t̪,0,предплащат,0
{bul}предричахме,p r ɛ d̪ r t͡ʃ ʃ ə x m ɛ,0,предричахме,0
{bul}предупредена,p r ɛ d̪ o̝ p r ɛ d̪ ɛ n ə,0,предупредена,0
{bul}предупредени,p r ɛ d̪ o̝ p r ɛ d̪ ɛ n i,0,предупредени,0
{bul}предупредило,p r ɛ d̪ o̝ p r ɛ d̪ i ɫ o̝,0,предупредило,0
{bul}преживяване,p r ɛ ʒ i vʲ a v ə n ɛ,0,преживяване,0
{bul}преживяват,p r ɛ ʒ i vʲ a v ə t̪,0,преживяват,0
{bul}преживяващата,p r ɛ ʒ i vʲ a v ə ʃ t̪ ə t̪ ə,0,преживяващата,0
{bul}презряла,p r ɛ z rʲ a ɫ ə,0,презряла,0
{bul}прелъстена,p r ɛ ɫ ɐ s t̪ ɛ n ə,0,прелъстена,0
{bul}пренася,p r ɛ n a sʲ ə,0,пренася,0
{bul}пренасяно,p r ɛ n a sʲ ə n o̝,0,пренасяно,0
{bul}пренасяте,p r ɛ n a sʲ ə t̪ ɛ,0,пренасяте,0
{bul}препечало,p r ɛ p ɛ t͡ʃ a ɫ o̝,0,препечало,0
{bul}препичали,p r ɛ p i t͡ʃ ə ɫ i,0,препичали,0
{bul}препоръча,p r ɛ p o r ɤ t͡ʃ ə,0,препоръча,0
{bul}препоръчани,p r ɛ p o r ɤ t͡ʃ ə n i,0,препоръчани,0
{bul}прехапаните,p r ɛ x a p ə n i t̪ ɛ,0,прехапаните,0
{bul}прехапва,p r ɛ x a p v ə,0,прехапва,0
{bul}прехапваната,p r ɛ x a p v ə n ə t̪ ə,0,прехапваната,0
{bul}привнасяната,p r i v n a sʲ ə n ə t̪ ə,0,привнасяната,0
{bul}привнасяхте,p r i v n a sʲ ə x t̪ ɛ,0,привнасяхте,0
{bul}привнесеше,p r i v n ɛ s ɛ ʃ ɛ,0,привнесеше,0
{bul}приложимост,p r i ɫ o ʒ i m o s t̪,0,приложимост,0
{bul}примира,p r i m i ɾ ə,0,примира,0
{bul}примирала,p r i m i ɾ ə ɫ ə,0,примирала,0
{bul}примиранета,p r i m i ɾ ə n ɛ t̪ ə,0,примиранета,0
{bul}примрем,p r i m r ɛ m,0,примрем,0
{bul}примряхте,p r i m rʲ a x t̪ ɛ,0,примряхте,0
{bul}принесяхте,p r i n ɛ sʲ a x t̪ ɛ,0,принесяхте,0
{bul}принуждава,p r i n o ʒ d̪ a v ə,0,принуждава,0
{bul}принуждавала,p r i n o ʒ d̪ a v ə ɫ ə,0,принуждавала,0
{bul}принуждаваме,p r i n o ʒ d̪ a v ə m ɛ,0,принуждаваме,0
{bul}принуждавания,p r i n o ʒ d̪ a v ə n i j ə,0,принуждавания,0
{bul}принуждаваният,p r i n o ʒ d̪ a v ə n i j ə t̪,0,принуждаваният,0
{bul}припират,p r i p i ɾ ə t̪,0,припират,0
{bul}припича,p r i p i t͡ʃ ə,0,припича,0
{bul}припичала,p r i p i t͡ʃ ə ɫ ə,0,припичала,0
{bul}припичаща,p r i p i t͡ʃ ə ʃ t̪ ə,0,припичаща,0
{bul}пристигали,p r i s t̪ i ɡ ə ɫ i,0,пристигали,0
{bul}пристигащи,p r i s t̪ i ɡ ə ʃ t̪ i,0,пристигащи,0
{bul}пристигнаха,p r i s t̪ i ɡ n ə x ə,0,пристигнаха,0
{bul}пристигнел,p r i s t̪ i ɡ n ɛ ɫ,0,пристигнел,0
{bul}пристигнете,p r i s t̪ i ɡ n ɛ t̪ ɛ,0,пристигнете,0
{bul}причинила,p r i t͡ʃ i n i ɫ ə,0,причинила,0
{bul}причинилите,p r i t͡ʃ i n i ɫ i t̪ ɛ,0,причинилите,0
{bul}причинявани,p r i t͡ʃ i nʲ a v ə n i,0,причинявани,0
{bul}причиняваха,p r i t͡ʃ i nʲ a v ə x ə,0,причиняваха,0
{bul}продавалия,p r o d̪ a v ə ɫ i j ə,0,продавалия,0
{bul}продаваната,p r o d̪ a v ə n ə t̪ ə,0,продаваната,0
{bul}продаваните,p r o d̪ a v ə n i t̪ ɛ,0,продаваните,0
{bul}продаваният,p r o d̪ a v ə n i j ə t̪,0,продаваният,0
{bul}продавате,p r o d̪ a v ə t̪ ɛ,0,продавате,0
{bul}продаващ,p r o d̪ a v ə ʃ t̪,0,продаващ,0
{bul}продаващи,p r o d̪ a v ə ʃ t̪ i,0,продаващи,0
{bul}продължавал,p r o̝ d̪ ɐ ɫ ʒ a v ə ɫ,0,продължавал,0
{bul}продължавало,p r o̝ d̪ ɐ ɫ ʒ a v ə ɫ o̝,0,продължавало,0
{bul}продължаващите,p r o̝ d̪ ɐ ɫ ʒ a v ə ʃ t̪ i t̪ ɛ,0,продължаващите,0
{bul}продължаващият,p r o̝ d̪ ɐ ɫ ʒ a v ə ʃ t̪ i j ə t̪,0,продължаващият,0
{bul}продължела,p r o̝ d̪ ɐ ɫ ʒ ɛ ɫ ə,0,продължела,0
{bul}продължени,p r o̝ d̪ ɐ ɫ ʒ ɛ n i,0,продължени,0
{bul}продължете,p r o̝ d̪ ɐ ɫ ʒ ɛ t̪ ɛ,0,продължете,0
{bul}продължил,p r o̝ d̪ ɐ ɫ ʒ i ɫ,0,продължил,0
{bul}продължили,p r o̝ d̪ ɐ ɫ ʒ i ɫ i,0,продължили,0
{bul}продължилия,p r o̝ d̪ ɐ ɫ ʒ i ɫ i j ə,0,продължилия,0
{bul}прозиралата,p r o z i ɾ ə ɫ ə t̪ ə,0,прозиралата,0
{bul}прозират,p r o z i ɾ ə t̪,0,прозират,0
{bul}прозрели,p r o z r ɛ ɫ i,0,прозрели,0
{bul}прозрял,p r o z rʲ a ɫ,0,прозрял,0
{bul}прозряна,p r o z rʲ a n ə,0,прозряна,0
{bul}прозряно,p r o z rʲ a n o̝,0,прозряно,0
{bul}произлезели,p r o̝ i z ɫ ɛ z ɛ ɫ i,0,произлезели,0
{bul}произнасян,p r o̝ i z n a sʲ ə n,0,произнасян,0
{bul}произнасянето,p r o̝ i z n a sʲ ə n ɛ t̪ o̝,0,произнасянето,0
{bul}произнасят,p r o̝ i z n a sʲ ə t̪,0,произнасят,0
{bul}произтечех,p r o̝ i s t̪ t͡ʃ ʃ ɛ x,0,произтечех,0
{bul}произтичащите,p r o̝ i s t̪ t͡ʃ ʃ ə ʃ t̪ i t̪ ɛ,0,произтичащите,0
{bul}простило,p r o s t̪ i ɫ o̝,0,простило,0
{bul}простирах,p r o s t̪ i ɾ ə x,0,простирах,0
{bul}простиш,p r o s t̪ i ʃ,0,простиш,0
{bul}прочетат,p r o̝ t͡ʃ ɛ t̪ ɤ t̪,0,прочетат,0
{bul}прочетена,p r o t͡ʃ ɛ t̪ ɛ n ə,0,прочетена,0
{bul}прочетената,p r o t͡ʃ ɛ t̪ ɛ n ə t̪ ə,0,прочетената,0
{bul}прочетените,p r o t͡ʃ ɛ t̪ ɛ n i t̪ ɛ,0,прочетените,0
{bul}прочита,p r o t͡ʃ i t̪ ə,0,прочита,0
{bul}прощава,p r o ʃ t̪ a v ə,0,прощава,0
{bul}пърдящият,p ɐ r dʲ a ʃ t̪ i j ə t̪,0,пърдящият,0
{bul}пътувания,p ɐ t̪ u v ə n i j ə,0,пътувания,0
{bul}разберете,r ə z b ɛ r ɛ t̪ ɛ,0,разберете,0
{bul}разбирайки,r ɐ z b i ɾ ə j kʲ i,0,разбирайки,0
{bul}разбирането,r ɐ z b i ɾ ə n ɛ t̪ o̝,0,разбирането,0
{bul}разбирахте,r ɐ z b i ɾ ə x t̪ ɛ,0,разбирахте,0
{bul}разбиращи,r ɐ z b i ɾ ə ʃ t̪ i,0,разбиращи,0
{bul}разболели,r ə z b o ɫ ɛ ɫ i,0,разболели,0
{bul}разбрали,r ɐ z b r a ɫ i,0,разбрали,0
{bul}разбралото,r ɐ z b r a ɫ o̝ t̪ o̝,0,разбралото,0
{bul}разпростират,r ə s p r o s t̪ i ɾ ə t̪,0,разпростират,0
{bul}разпрострем,r ə s p r o s t̪ r ɛ m,0,разпрострем,0
{bul}разходете,r ə s x o d̪ ɛ t̪ ɛ,0,разходете,0
{bul}разходиха,r ɐ s x ɔ d̪ i x ə,0,разходиха,0
{bul}ранена,r ɐ n ɛ n ə,0,ранена,0
{bul}ранената,r ɐ n ɛ n ə t̪ ə,0,ранената,0
{bul}ранил,r ɐ n i ɫ,0,ранил,0
{bul}раняванетата,r ɐ nʲ a v ə n ɛ t̪ ə t̪ ə,0,раняванетата,0
{bul}речена,r ɛ t͡ʃ ɛ n ə,0,речена,0
{bul}решавал,r ɛ ʃ a v ə ɫ,0,решавал,0
{bul}решавате,r ɛ ʃ a v ə t̪ ɛ,0,решавате,0
{bul}решаващи,r ɛ ʃ a v ə ʃ t̪ i,0,решаващи,0
{bul}решихте,r ɛ ʃ i x t̪ ɛ,0,решихте,0
{bul}сапун,s ə p u n,0,сапун,0
{bul}светлина,s v ɛ t̪ ɫ i n a,0,светлина,0
{bul}сврян,s v rʲ a n,0,сврян,0
{bul}седящото,s ɛ dʲ a ʃ t̪ o̝ t̪ o̝,0,седящото,0
{bul}секли,s ɛ k ɫ i,0,секли,0
{bul}секс,s ɛ k s,0,секс,0
{bul}сечах,s ɛ t͡ʃ a x,0,сечах,0
{bul}сечена,s ɛ t͡ʃ ɛ n ə,0,сечена,0
{bul}сечене,s ɛ t͡ʃ ɛ n ɛ,0,сечене,0
{bul}скубе,s k u b ɛ,0,скубе,0
{bul}слезела,s ɫ ɛ z ɛ ɫ ə,0,слезела,0
{bul}слизане,s ɫ i z ə n ɛ,0,слизане,0
{bul}слизаща,s ɫ i z ə ʃ t̪ ə,0,слизаща,0
{bul}смаже,s m a ʒ ɛ,0,смаже,0
{bul}смазаната,s m a z ə n ə t̪ ə,0,смазаната,0
{bul}смазано,s m a z ə n o̝,0,смазано,0
{bul}смазаха,s m a z ə x ə,0,смазаха,0
{bul}смазването,s m a z v ə n ɛ t̪ o̝,0,смазването,0
{bul}смазваното,s m a z v ə n o̝ t̪ o̝,0,смазваното,0
{bul}смазващ,s m a z v ə ʃ t̪,0,смазващ,0
{bul}смазващото,s m a z v ə ʃ t̪ o̝ t̪ o̝,0,смазващото,0
{bul}снесъл,s n ɛ s ə ɫ,0,снесъл,0
{bul}сок,s ɔ k,0,сок,0
{bul}спасено,s p ɐ s ɛ n o̝,0,спасено,0
{bul}спасил,s p ɐ s i ɫ,0,спасил,0
{bul}спасила,s p ɐ s i ɫ ə,0,спасила,0
{bul}спахте,s p a x t̪ ɛ,0,спахте,0
{bul}спели,s p ɛ ɫ i,0,спели,0
{bul}спестено,s p ɛ s t̪ ɛ n o̝,0,спестено,0
{bul}спестеното,s p ɛ s t̪ ɛ n o̝ t̪ o̝,0,спестеното,0
{bul}спестете,s p ɛ s t̪ ɛ t̪ ɛ,0,спестете,0
{bul}спестила,s p ɛ s t̪ i ɫ ə,0,спестила,0
{bul}спестилото,s p ɛ s t̪ i ɫ o̝ t̪ o̝,0,спестилото,0
{bul}спестиш,s p ɛ s t̪ i ʃ,0,спестиш,0
{bul}спестяват,s p ɛ s tʲ a v ə t̪,0,спестяват,0
{bul}спестяваше,s p ɛ s tʲ a v ə ʃ ɛ,0,спестяваше,0
{bul}спечените,s p ɛ t͡ʃ ɛ n i t̪ ɛ,0,спечените,0
{bul}сприятеляванията,s p r i j ə t̪ ɛ lʲ a v ə n i j ə t̪ ə,0,сприятеляванията,0
{bul}сприятелявате,s p r i j ə t̪ ɛ lʲ a v ə t̪ ɛ,0,сприятелявате,0
{bul}спял,s pʲ a ɫ,0,спял,0
{bul}сравнявалата,s r ɐ v nʲ a v ə ɫ ə t̪ ə,0,сравнявалата,0
{bul}сравнявали,s r ɐ v nʲ a v ə ɫ i,0,сравнявали,0
{bul}сравняваме,s r ɐ v nʲ a v ə m ɛ,0,сравняваме,0
{bul}срещайте,s r ɛ ʃ t̪ ə j t̪ ɛ,0,срещайте,0
{bul}срещано,s r ɛ ʃ t̪ ə n o̝,0,срещано,0
{bul}срещащата,s r ɛ ʃ t̪ ə ʃ t̪ ə t̪ ə,0,срещащата,0
{bul}срещнатия,s r ɛ ʃ n ə t̪ i j ə,0,срещнатия,0
{bul}срещнатият,s r ɛ ʃ n ə t̪ i j ə t̪,0,срещнатият,0
{bul}строенията,s t̪ r o ɛ n i j ə t̪ ə,0,строенията,0
{bul}строим,s t̪ r o i m,0,строим,0
{bul}строяло,s t̪ r o j a ɫ o̝,0,строяло,0
{bul}строяхме,s t̪ r o j a x m ɛ,0,строяхме,0
{bul}сушенията,s o ʃ ɛ n i j ə t̪ ə,0,сушенията,0
{bul}счупвайте,s t͡ʃ u p v ə j t̪ ɛ,0,счупвайте,0
{bul}счупен,s t͡ʃ u p ɛ n,0,счупен,0
{bul}събудите,s ɐ b u d̪ i t̪ ɛ,0,събудите,0
{bul}събуждали,s ɐ b u ʒ d̪ ə ɫ i,0,събуждали,0
{bul}събуждате,s ɐ b u ʒ d̪ ə t̪ ɛ,0,събуждате,0
{bul}съветвал,s ɐ v ɛ t̪ v ə ɫ,0,съветвал,0
{bul}съветвало,s ɐ v ɛ t̪ v ə ɫ o̝,0,съветвало,0
{bul}съветвания,s ɐ v ɛ t̪ v ə n i j ə,0,съветвания,0
{bul}съгласявалите,s ə ɡ ɫ ɐ sʲ a v ə ɫ i t̪ ɛ,0,съгласявалите,0
{bul}съгласяват,s ə ɡ ɫ ɐ sʲ a v ə t̪,0,съгласяват,0
{bul}създаваните,s ɐ z d̪ a v ə n i t̪ ɛ,0,създаваните,0
{bul}създаваше,s ɐ z d̪ a v ə ʃ ɛ,0,създаваше,0
{bul}създадем,s ə z d̪ ɐ d̪ ɛ m,0,създадем,0
{bul}създадена,s ɐ z d̪ a d̪ ɛ n ə,0,създадена,0
{bul}създадох,s ɐ z d̪ a d̪ o̝ x,0,създадох,0
{bul}създайте,s ɐ z d̪ a j t̪ ɛ,0,създайте,0
{bul}съзрете,s ɐ z r ɛ t̪ ɛ,0,съзрете,0
{bul}сънуват,s ɐ n u v ə t̪,0,сънуват,0
{bul}сънуваш,s ɐ n u v ə ʃ,0,сънуваш,0
{bul}съобщавано,s ə o p ʃ t̪ a v ə n o̝,0,съобщавано,0
{bul}съобщават,s ə o p ʃ t̪ a v ə t̪,0,съобщават,0
{bul}съобщавате,s ə o p ʃ t̪ a v ə t̪ ɛ,0,съобщавате,0
{bul}съобщени,s ə o p ʃ t̪ ɛ n i,0,съобщени,0
{bul}състезавалия,s ə s t̪ ɛ z a v ə ɫ i j ə,0,състезавалия,0
{bul}състезаванетата,s ə s t̪ ɛ z a v ə n ɛ t̪ ə t̪ ə,0,състезаванетата,0
{bul}съчетаване,s ə t͡ʃ ɛ t̪ a v ə n ɛ,0,съчетаване,0
{bul}сядат,sʲ a d̪ ə t̪,0,сядат,0
{bul}сядах,sʲ a d̪ ə x,0,сядах,0
{bul}танцуване,t̪ ɐ n t͡s u v ə n ɛ,0,танцуване,0
{bul}тека,t̪ ɛ k ə,0,тека,0
{bul}телефонирайте,t̪ ɛ ɫ ɛ f o n i ɾ ə j t̪ ɛ,0,телефонирайте,0
{bul}течащото,t̪ ɛ t͡ʃ a ʃ t̪ o t̪ o,0,течащото,0
{bul}тресат,t̪ r ɛ s ɤ t̪,0,тресат,0
{bul}тръгваше,t̪ r ɤ ɡ v ə ʃ ɛ,0,тръгваше,0
{bul}търсели,t̪ ɤ r s ɛ ɫ i,0,търсели,0
{bul}търсеният,t̪ ɤ r s ɛ n i j ə t̪,0,търсеният,0
{bul}търсеше,t̪ ɤ r s ɛ ʃ ɛ,0,търсеше,0
{bul}убедени,o̝ b ɛ d̪ ɛ n i,0,убедени,0
{bul}убедиха,o̝ b ɛ d̪ i x ə,0,убедиха,0
{bul}убеждаваме,o̝ b ɛ ʒ d̪ a v ə m ɛ,0,убеждаваме,0
{bul}убивайки,o b i v ə j kʲ i,0,убивайки,0
{bul}убиващата,o b i v ə ʃ t̪ ə t̪ ə,0,убиващата,0
{bul}убиеш,o b i ɛ ʃ,0,убиеш,0
{bul}убилия,o b i ɫ i j ə,0,убилия,0
{bul}убитите,o b i t̪ i t̪ ɛ,0,убитите,0
{bul}убих,o b i x,0,убих,0
{bul}уволнения,o̝ v o ɫ n ɛ n i j ə,0,уволнения,0
{bul}уволненият,o̝ v o ɫ n ɛ n i j ə t̪,0,уволненият,0
{bul}уволнихме,o̝ v o ɫ n i x m ɛ,0,уволнихме,0
{bul}удовлетворяваният,o̝ d̪ o̝ v ɫ ɛ t̪ v o rʲ a v ə n i j ə t̪,0,удовлетворяваният,0
{bul}удовлетворяват,o̝ d̪ o̝ v ɫ ɛ t̪ v o rʲ a v ə t̪,0,удовлетворяват,0
{bul}удовлетворяващо,o̝ d̪ o̝ v ɫ ɛ t̪ v o rʲ a v ə ʃ t̪ o̝,0,удовлетворяващо,0
{bul}умирали,o m i ɾ ə ɫ i,0,умирали,0
{bul}унасялата,o n a sʲ ə ɫ ə t̪ ə,0,унасялата,0
{bul}унищожавайки,o̝ n i ʃ t̪ o ʒ a v ə j kʲ i,0,унищожавайки,0
{bul}унищожаването,o̝ n i ʃ t̪ o ʒ a v ə n ɛ t̪ o̝,0,унищожаването,0
{bul}унищожаващото,o̝ n i ʃ t̪ o ʒ a v ə ʃ t̪ o̝ t̪ o̝,0,унищожаващото,0
{bul}унищожахте,o̝ n i ʃ t̪ o ʒ a x t̪ ɛ,0,унищожахте,0
{bul}унищожените,o̝ n i ʃ t̪ o ʒ ɛ n i t̪ ɛ,0,унищожените,0
{bul}уплашваш,o p ɫ a ʃ v ə ʃ,0,уплашваш,0
{bul}уплашващо,o p ɫ a ʃ v ə ʃ t̪ o̝,0,уплашващо,0
{bul}уплашен,o p ɫ a ʃ ɛ n,0,уплашен,0
{bul}уплашихте,o p ɫ a ʃ i x t̪ ɛ,0,уплашихте,0
{bul}упрекват,o p r ɛ k v ə t̪,0,упрекват,0
{bul}упрекваха,o p r ɛ k v ə x ə,0,упрекваха,0
{bul}упрекваше,o p r ɛ k v ə ʃ ɛ,0,упрекваше,0
{bul}ухапа,o x a p ə,0,ухапа,0
{bul}ухапалото,o x a p ə ɫ o̝ t̪ o̝,0,ухапалото,0
{bul}ухапани,o x a p ə n i,0,ухапани,0
{bul}ухапи,o̝ x ɐ p i,0,ухапи,0
{bul}учене,u t͡ʃ ɛ n ɛ,0,учене,0
{bul}ученият,u t͡ʃ ɛ n i j ə t̪,0,ученият,0
{bul}ученията,u t͡ʃ ɛ n i j ə t̪ ə,0,ученията,0
{bul}ученото,u t͡ʃ ɛ n o̝ t̪ o̝,0,ученото,0
{bul}учеше,u t͡ʃ ɛ ʃ ɛ,0,учеше,0
{bul}учим,u t͡ʃ i m,0,учим,0
{bul}ушият,o ʃ i j ə t̪,0,ушият,0
{bul}ходели,x ɔ d̪ ɛ ɫ i,0,ходели,0
{bul}ходещите,x ɔ d̪ ɛ ʃ t̪ i t̪ ɛ,0,ходещите,0
{bul}хорица,x ɔ r i t͡s ə,0,хорица,0
{bul}целуваме,t͡s ɛ ɫ u v ə m ɛ,0,целуваме,0
{bul}целуване,t͡s ɛ ɫ u v ə n ɛ,0,целуване,0
{bul}целуваш,t͡s ɛ ɫ u v ə ʃ,0,целуваш,0
{bul}чакай,t͡ʃ a k ə j,0,чакай,0
{bul}чакаш,t͡ʃ a k ə ʃ,0,чакаш,0
{bul}чакащите,t͡ʃ a k ə ʃ t̪ i t̪ ɛ,0,чакащите,0
{bul}честваме,t͡ʃ ɛ s t̪ v ə m ɛ,0,честваме,0
{bul}честван,t͡ʃ ɛ s t̪ v ə n,0,честван,0
{bul}чествани,t͡ʃ ɛ s t̪ v ə n i,0,чествани,0
{bul}честители,t͡ʃ ɛ s t̪ i t̪ ɛ ɫ i,0,честители,0
{bul}честитилия,t͡ʃ ɛ s t̪ i t̪ i ɫ i j ə,0,честитилия,0
{bul}четенето,t͡ʃ ɛ t̪ ɛ n ɛ t̪ o,0,четенето,0
{bul}четоха,t͡ʃ ɛ t̪ o x ə,0,четоха,0
{bul}четящ,t͡ʃ ɛ tʲ a ʃ t̪,0,четящ,0
{bul}четящи,t͡ʃ ɛ tʲ a ʃ t̪ i,0,четящи,0
{bul}четящия,t͡ʃ ɛ tʲ a ʃ t̪ i j ə,0,четящия,0
{bul}чуете,t͡ʃ u ɛ t̪ ɛ,0,чуете,0
{bul}чуеш,t͡ʃ u ɛ ʃ,0,чуеш,0
{bul}чупеха,t͡ʃ u p ɛ x ə,0,чупеха,0
{bul}чупещата,t͡ʃ u p ɛ ʃ t̪ ə t̪ ə,0,чупещата,0
{bul}чупещият,t͡ʃ u p ɛ ʃ t̪ i j ə t̪,0,чупещият,0
{bul}чупиш,t͡ʃ u p i ʃ,0,чупиш,0
{bul}чух,t͡ʃ u x,0,чух,0
{bul}чухме,t͡ʃ u x m ɛ,0,чухме,0
{bul}чухте,t͡ʃ u x t̪ ɛ,0,чухте,0
{bul}шантажиращ,ʃ ə n t̪ ɐ ʒ i ɾ ə ʃ t̪,0,шантажиращ,0
{bul}шеф,ʃ ɛ f,0,шеф,0
